consent,timestamp,sno,id,quesno,ques_counter,ans,ansval,conf,reac,reas,Cognitive_bias,Generation,Q1_time,Q2_time,Q3_time,Q4_time,factor1,factor2,hint,hint_time,hint_probability
true,"2023-12-01 00:23:31",11275,6568d621d62057.48175221,43,43,phishing,0,99,"Read the email and do nothing,","Based upon body of the email,Based upon the link/attachment in the email,,","Halo Effect",Human,"Fri Dec 01 2023 00:23:20 GMT+0530 (India Standard Time)","Fri Dec 01 2023 00:23:22 GMT+0530 (India Standard Time)","Fri Dec 01 2023 00:23:29 GMT+0530 (India Standard Time)","Fri Dec 01 2023 00:23:30 GMT+0530 (India Standard Time)",0,0,"Not used",,
true,"2023-12-01 00:23:12",11274,6568d621d62057.48175221,38,42,genuine,100,100,"Read the email and do nothing,","Based upon body of the email,,",NA,NA,"Fri Dec 01 2023 00:23:04 GMT+0530 (India Standard Time)","Fri Dec 01 2023 00:23:05 GMT+0530 (India Standard Time)","Fri Dec 01 2023 00:23:07 GMT+0530 (India Standard Time)","Fri Dec 01 2023 00:23:10 GMT+0530 (India Standard Time)",0,0,"Not used",,
true,"2023-12-01 00:22:53",11273,6568d621d62057.48175221,41,41,phishing,0,100,"Read the email and do nothing,","Based upon the link/attachment in the email,,","Curiosity Effect",Human,"Fri Dec 01 2023 00:22:47 GMT+0530 (India Standard Time)","Fri Dec 01 2023 00:22:48 GMT+0530 (India Standard Time)","Fri Dec 01 2023 00:22:51 GMT+0530 (India Standard Time)","Fri Dec 01 2023 00:22:52 GMT+0530 (India Standard Time)",0,0,"Not used",,
true,"2023-12-01 00:22:41",11272,6568d621d62057.48175221,35,40,phishing,0,100,"Read the email and do nothing,","Based upon the link/attachment in the email,,","Authority Bias",Human,"Fri Dec 01 2023 00:22:31 GMT+0530 (India Standard Time)","Fri Dec 01 2023 00:22:35 GMT+0530 (India Standard Time)","Fri Dec 01 2023 00:22:38 GMT+0530 (India Standard Time)","Fri Dec 01 2023 00:22:40 GMT+0530 (India Standard Time)",0,0,"Not used",,
true,"2023-12-01 00:22:25",11271,6568d621d62057.48175221,42,39,phishing,0,100,"Read the email and do nothing,","Based upon body of the email,Based upon the link/attachment in the email,,",NA,NA,"Fri Dec 01 2023 00:22:17 GMT+0530 (India Standard Time)","Fri Dec 01 2023 00:22:18 GMT+0530 (India Standard Time)","Fri Dec 01 2023 00:22:21 GMT+0530 (India Standard Time)","Fri Dec 01 2023 00:22:23 GMT+0530 (India Standard Time)",0,0,"Not used",,
true,"2023-12-01 00:22:01",11270,6568d621d62057.48175221,37,38,phishing,0,100,"Read the email and do nothing,","Based upon the link/attachment in the email,,","Hyperbolic Discounting",Human,"Fri Dec 01 2023 00:21:53 GMT+0530 (India Standard Time)","Fri Dec 01 2023 00:21:54 GMT+0530 (India Standard Time)","Fri Dec 01 2023 00:21:58 GMT+0530 (India Standard Time)","Fri Dec 01 2023 00:22:00 GMT+0530 (India Standard Time)",0,0,"Not used",,
true,"2023-12-01 00:21:48",11269,6568d621d62057.48175221,36,37,phishing,1,100,"Read the email and do nothing,","Based upon the link/attachment in the email,,",NA,NA,"Fri Dec 01 2023 00:21:41 GMT+0530 (India Standard Time)","Fri Dec 01 2023 00:21:43 GMT+0530 (India Standard Time)","Fri Dec 01 2023 00:21:45 GMT+0530 (India Standard Time)","Fri Dec 01 2023 00:21:48 GMT+0530 (India Standard Time)",0,0,"Not used",,
true,"2023-12-01 00:21:28",11268,6568d621d62057.48175221,39,36,phishing,0,100,"Read the email and do nothing,","Based upon body of the email,Based upon the link/attachment in the email,,","Recency Effect",Human,"Fri Dec 01 2023 00:21:19 GMT+0530 (India Standard Time)","Fri Dec 01 2023 00:21:21 GMT+0530 (India Standard Time)","Fri Dec 01 2023 00:21:25 GMT+0530 (India Standard Time)","Fri Dec 01 2023 00:21:27 GMT+0530 (India Standard Time)",0,0,"Not used",,
true,"2023-12-01 00:21:07",11267,6568d621d62057.48175221,40,35,genuine,100,100,"Click link/ Open attachment,","Based upon body of the email,,",NA,NA,"Fri Dec 01 2023 00:20:57 GMT+0530 (India Standard Time)","Fri Dec 01 2023 00:20:59 GMT+0530 (India Standard Time)","Fri Dec 01 2023 00:21:01 GMT+0530 (India Standard Time)","Fri Dec 01 2023 00:21:05 GMT+0530 (India Standard Time)",0,0,"Not used",,
true,"2023-12-01 00:20:44",11266,6568d621d62057.48175221,34,34,genuine,96,100,"Respond to this email,","Based upon body of the email,,",NA,NA,"Fri Dec 01 2023 00:20:37 GMT+0530 (India Standard Time)","Fri Dec 01 2023 00:20:39 GMT+0530 (India Standard Time)","Fri Dec 01 2023 00:20:41 GMT+0530 (India Standard Time)","Fri Dec 01 2023 00:20:43 GMT+0530 (India Standard Time)",0,0,"Not used",,
