id,quesno,ques_counter,ans,,ansval,,conf,reac,reas,Cognitive_bias,Generation,Q1_time,Q2_time,Q3_time,Q4_time,factor1,factor2,hint,hint_time,hint_probability
6630949219ea89.40555623,9,1,phishing,-9,41,Genuine,54,"Read the email and do nothing,","Based upon senders email address,,",NA,NA,Tue Apr 30 2024 12:20:29 GMT+0530 (India Standard Time),Tue Apr 30 2024 12:20:30 GMT+0530 (India Standard Time),Tue Apr 30 2024 12:20:33 GMT+0530 (India Standard Time),Tue Apr 30 2024 12:20:34 GMT+0530 (India Standard Time),0,0,Not used,,
6630949219ea89.40555623,5,2,genuine,50,100,Genuine,98,"Read the email and do nothing,","Based upon senders email address,Based upon the subject line in the email,Based upon the date in the email,Based upon body of the email,,",NA,NA,Tue Apr 30 2024 12:20:45 GMT+0530 (India Standard Time),Tue Apr 30 2024 12:20:47 GMT+0530 (India Standard Time),Tue Apr 30 2024 12:20:56 GMT+0530 (India Standard Time),Tue Apr 30 2024 12:20:59 GMT+0530 (India Standard Time),0,0,Not used,,
6630949219ea89.40555623,1,3,genuine,42,92,Genuine,94,"Read the email and do nothing,","Based upon the subject line in the email,Based upon body of the email,,",NA,NA,Tue Apr 30 2024 12:21:09 GMT+0530 (India Standard Time),Tue Apr 30 2024 12:21:10 GMT+0530 (India Standard Time),Tue Apr 30 2024 12:21:15 GMT+0530 (India Standard Time),Tue Apr 30 2024 12:21:21 GMT+0530 (India Standard Time),0,0,Not used,,
6630949219ea89.40555623,7,4,genuine,5,55,Genuine,59,"Respond to this email,","Based upon senders email address,,",NA,NA,Tue Apr 30 2024 12:21:33 GMT+0530 (India Standard Time),Tue Apr 30 2024 12:21:34 GMT+0530 (India Standard Time),Tue Apr 30 2024 12:21:37 GMT+0530 (India Standard Time),Tue Apr 30 2024 12:21:41 GMT+0530 (India Standard Time),0,0,Not used,,
6630949219ea89.40555623,2,5,genuine,-35,85,Phishing,95,"Click link/ Open attachment,","Based upon senders email address,Based upon body of the email,,",Recency Effect,Human,Tue Apr 30 2024 12:21:51 GMT+0530 (India Standard Time),Tue Apr 30 2024 12:21:51 GMT+0530 (India Standard Time),Tue Apr 30 2024 12:21:58 GMT+0530 (India Standard Time),Tue Apr 30 2024 12:22:01 GMT+0530 (India Standard Time),0,0,Not used,,
6630949219ea89.40555623,4,6,phishing,43,7,Phishing,88,"Report this email,","Based upon senders email address,Based upon the subject line in the email,Based upon body of the email,,",Halo Effect,Human,Tue Apr 30 2024 12:22:09 GMT+0530 (India Standard Time),Tue Apr 30 2024 12:22:11 GMT+0530 (India Standard Time),Tue Apr 30 2024 12:22:16 GMT+0530 (India Standard Time),Tue Apr 30 2024 12:22:18 GMT+0530 (India Standard Time),0,0,Not used,,
6630949219ea89.40555623,8,7,phishing,47,3,Phishing,94,"Report this email,","Based upon senders email address,Based upon the subject line in the email,Based upon body of the email,,",Hyperbolic Discounting,Human,Tue Apr 30 2024 12:22:31 GMT+0530 (India Standard Time),Tue Apr 30 2024 12:22:32 GMT+0530 (India Standard Time),Tue Apr 30 2024 12:22:39 GMT+0530 (India Standard Time),Tue Apr 30 2024 12:22:41 GMT+0530 (India Standard Time),0,0,Not used,,
6630949219ea89.40555623,6,8,phishing,25,25,Phishing,72,"Move to spam,","Based upon senders email address,Based upon the subject line in the email,,",Authority Bias,Human,Tue Apr 30 2024 12:23:06 GMT+0530 (India Standard Time),Tue Apr 30 2024 12:22:52 GMT+0530 (India Standard Time),Tue Apr 30 2024 12:23:09 GMT+0530 (India Standard Time),Tue Apr 30 2024 12:23:32 GMT+0530 (India Standard Time),0,0,Not used,,
6630949219ea89.40555623,3,9,genuine,42,92,Genuine,100,"Respond to this email,","Based upon senders email address,Based upon the subject line in the email,Based upon the date in the email,Based upon body of the email,,",NA,NA,Tue Apr 30 2024 12:23:40 GMT+0530 (India Standard Time),Tue Apr 30 2024 12:23:41 GMT+0530 (India Standard Time),Tue Apr 30 2024 12:23:45 GMT+0530 (India Standard Time),Tue Apr 30 2024 12:23:47 GMT+0530 (India Standard Time),0,0,Not used,,
6630949219ea89.40555623,10,10,genuine,-4,54,Phishing,59,"Read the email and do nothing,","Based upon senders email address,Based upon body of the email,,",Curiosity Effect,Human,Tue Apr 30 2024 12:23:55 GMT+0530 (India Standard Time),Tue Apr 30 2024 12:23:56 GMT+0530 (India Standard Time),Tue Apr 30 2024 12:24:03 GMT+0530 (India Standard Time),Tue Apr 30 2024 12:24:05 GMT+0530 (India Standard Time),0,0,Not used,,
