consent,timestamp,sno,id,quesno,ques_counter,ans,ansval,conf,reac,reas,Cognitive_bias,Generation,Q1_time,Q2_time,Q3_time,Q4_time,factor1,factor2,hint,hint_time,hint_probability
true,"2024-03-01 15:52:27",11686,65e1a417d19909.92062435,36,43,phishing,0,100,"Move to spam,","Based upon body of the email,,",NA,NA,"Fri Mar 01 2024 15:52:05 GMT+0530 (India Standard Time)","Fri Mar 01 2024 15:52:25 GMT+0530 (India Standard Time)","Fri Mar 01 2024 15:52:08 GMT+0530 (India Standard Time)","Fri Mar 01 2024 15:52:14 GMT+0530 (India Standard Time)",0,0,"Not used",,
true,"2024-03-01 15:51:45",11685,65e1a417d19909.92062435,40,42,genuine,100,100,"Click link/ Open attachment,","Based upon the subject line in the email,Based upon body of the email,,",NA,NA,"Fri Mar 01 2024 15:51:31 GMT+0530 (India Standard Time)","Fri Mar 01 2024 15:51:32 GMT+0530 (India Standard Time)","Fri Mar 01 2024 15:51:40 GMT+0530 (India Standard Time)","Fri Mar 01 2024 15:51:43 GMT+0530 (India Standard Time)",0,0,"Not used",,
true,"2024-03-01 15:51:16",11684,65e1a417d19909.92062435,34,41,genuine,100,100,"Click link/ Open attachment,","Based upon senders email address,Based upon the subject line in the email,Based upon body of the email,,",NA,NA,"Fri Mar 01 2024 15:51:02 GMT+0530 (India Standard Time)","Fri Mar 01 2024 15:51:04 GMT+0530 (India Standard Time)","Fri Mar 01 2024 15:51:10 GMT+0530 (India Standard Time)","Fri Mar 01 2024 15:51:14 GMT+0530 (India Standard Time)",0,0,"Not used",,
true,"2024-03-01 15:50:49",11683,65e1a417d19909.92062435,35,40,phishing,0,52,"Move to spam,","Based upon senders email address,Based upon the link/attachment in the email,,","Authority Bias",Human,"Fri Mar 01 2024 15:50:28 GMT+0530 (India Standard Time)","Fri Mar 01 2024 15:50:34 GMT+0530 (India Standard Time)","Fri Mar 01 2024 15:50:43 GMT+0530 (India Standard Time)","Fri Mar 01 2024 15:50:47 GMT+0530 (India Standard Time)",0,0,"Not used",,
true,"2024-03-01 15:50:11",11682,65e1a417d19909.92062435,37,39,phishing,0,100,"Move to spam,","Based upon senders email address,Based upon the subject line in the email,Based upon body of the email,,","Hyperbolic Discounting",Human,"Fri Mar 01 2024 15:49:55 GMT+0530 (India Standard Time)","Fri Mar 01 2024 15:49:58 GMT+0530 (India Standard Time)","Fri Mar 01 2024 15:50:05 GMT+0530 (India Standard Time)","Fri Mar 01 2024 15:50:09 GMT+0530 (India Standard Time)",0,0,"Not used",,
true,"2024-03-01 15:49:43",11681,65e1a417d19909.92062435,43,38,genuine,100,100,"Click link/ Open attachment,","Based upon senders email address,Based upon the subject line in the email,Based upon body of the email,,","Halo Effect",Human,"Fri Mar 01 2024 15:49:33 GMT+0530 (India Standard Time)","Fri Mar 01 2024 15:49:35 GMT+0530 (India Standard Time)","Fri Mar 01 2024 15:49:39 GMT+0530 (India Standard Time)","Fri Mar 01 2024 15:49:42 GMT+0530 (India Standard Time)",0,0,"Not used",,
true,"2024-03-01 15:49:15",11680,65e1a417d19909.92062435,39,37,phishing,46,100,"Read the email and do nothing,","Based upon the link/attachment in the email,,","Recency Effect",Human,"Fri Mar 01 2024 15:49:03 GMT+0530 (India Standard Time)","Fri Mar 01 2024 15:48:56 GMT+0530 (India Standard Time)","Fri Mar 01 2024 15:49:10 GMT+0530 (India Standard Time)","Fri Mar 01 2024 15:49:13 GMT+0530 (India Standard Time)",0,0,"Not used",,
true,"2024-03-01 15:48:25",11679,65e1a417d19909.92062435,38,36,genuine,100,100,"Read the email and do nothing,","Based upon senders email address,Based upon the subject line in the email,Based upon the date in the email,Based upon body of the email,,",NA,NA,"Fri Mar 01 2024 15:48:01 GMT+0530 (India Standard Time)","Fri Mar 01 2024 15:48:03 GMT+0530 (India Standard Time)","Fri Mar 01 2024 15:48:15 GMT+0530 (India Standard Time)","Fri Mar 01 2024 15:48:23 GMT+0530 (India Standard Time)",0,0,"Not used",,
true,"2024-03-01 15:47:42",11678,65e1a417d19909.92062435,41,35,phishing,0,100,"Move to spam,","Based upon body of the email,,","Curiosity Effect",Human,"Fri Mar 01 2024 15:47:30 GMT+0530 (India Standard Time)","Fri Mar 01 2024 15:47:32 GMT+0530 (India Standard Time)","Fri Mar 01 2024 15:47:39 GMT+0530 (India Standard Time)","Fri Mar 01 2024 15:47:40 GMT+0530 (India Standard Time)",0,0,"Not used",,
true,"2024-03-01 15:47:15",11677,65e1a417d19909.92062435,42,34,genuine,100,100,"Click link/ Open attachment,","Based upon the subject line in the email,Based upon body of the email,,",NA,NA,"Fri Mar 01 2024 15:47:02 GMT+0530 (India Standard Time)","Fri Mar 01 2024 15:47:03 GMT+0530 (India Standard Time)","Fri Mar 01 2024 15:47:10 GMT+0530 (India Standard Time)","Fri Mar 01 2024 15:47:14 GMT+0530 (India Standard Time)",0,0,"Not used",,
