consent,timestamp,sno,id,quesno,ques_counter,ans,ansval,conf,reac,reas,Cognitive_bias,Generation,Q1_time,Q2_time,Q3_time,Q4_time,factor1,factor2,hint,hint_time,hint_probability
true,"2023-12-01 10:27:09",11308,656962b8c313a3.85195954,27,33,genuine,52,100,"Read the email and do nothing,Delete this email,Report this email,","Based upon senders email address,Based upon body of the email,,",NA,NA,"Fri Dec 01 2023 10:27:07 GMT+0530 (India Standard Time)","Fri Dec 01 2023 10:26:54 GMT+0530 (India Standard Time)","Fri Dec 01 2023 10:27:03 GMT+0530 (India Standard Time)","Fri Dec 01 2023 10:26:57 GMT+0530 (India Standard Time)",0,0,"Not used",,
true,"2023-12-01 10:26:13",11307,656962b8c313a3.85195954,19,32,phishing,0,100,"Read the email and do nothing,","Based upon senders email address,,","Hyperbolic Discounting","GPT-3 Temp0.3_TopP_0.8","Fri Dec 01 2023 10:25:56 GMT+0530 (India Standard Time)","Fri Dec 01 2023 10:25:58 GMT+0530 (India Standard Time)","Fri Dec 01 2023 10:26:01 GMT+0530 (India Standard Time)","Fri Dec 01 2023 10:26:12 GMT+0530 (India Standard Time)",0,0,"Not used",,
true,"2023-12-01 10:25:50",11306,656962b8c313a3.85195954,14,31,genuine,100,100,"Read the email and do nothing,","Based upon senders email address,,",NA,NA,"Fri Dec 01 2023 10:25:39 GMT+0530 (India Standard Time)","Fri Dec 01 2023 10:25:49 GMT+0530 (India Standard Time)","Fri Dec 01 2023 10:25:41 GMT+0530 (India Standard Time)","Fri Dec 01 2023 10:25:43 GMT+0530 (India Standard Time)",0,0,"Not used",,
true,"2023-12-01 10:25:26",11305,656962b8c313a3.85195954,22,30,genuine,54,51,"Read the email and do nothing,","Based upon senders email address,,","Attention check_2",,"Fri Dec 01 2023 10:25:18 GMT+0530 (India Standard Time)","Fri Dec 01 2023 10:25:19 GMT+0530 (India Standard Time)","Fri Dec 01 2023 10:25:22 GMT+0530 (India Standard Time)","Fri Dec 01 2023 10:25:25 GMT+0530 (India Standard Time)",0,0,"Not used",,
true,"2023-12-01 10:24:57",11304,656962b8c313a3.85195954,26,29,genuine,100,100,"Respond to this email,","Based upon senders email address,,",NA,NA,"Fri Dec 01 2023 10:24:51 GMT+0530 (India Standard Time)","Fri Dec 01 2023 10:24:52 GMT+0530 (India Standard Time)","Fri Dec 01 2023 10:24:54 GMT+0530 (India Standard Time)","Fri Dec 01 2023 10:24:56 GMT+0530 (India Standard Time)",0,0,"Not used",,
true,"2023-12-01 10:24:39",11303,656962b8c313a3.85195954,32,28,phishing,0,100,"Delete this email,Report this email,","Based upon senders email address,,","Recency Effect","GPT-3 Temp0.3_TopP_0.8","Fri Dec 01 2023 10:24:27 GMT+0530 (India Standard Time)","Fri Dec 01 2023 10:24:29 GMT+0530 (India Standard Time)","Fri Dec 01 2023 10:24:30 GMT+0530 (India Standard Time)","Fri Dec 01 2023 10:24:38 GMT+0530 (India Standard Time)",0,0,"Not used",,
true,"2023-12-01 10:24:14",11302,656962b8c313a3.85195954,23,27,genuine,52,52,"Read the email and do nothing,","Based upon senders email address,Based upon the subject line in the email,Based upon body of the email,,",NA,NA,"Fri Dec 01 2023 10:24:02 GMT+0530 (India Standard Time)","Fri Dec 01 2023 10:24:04 GMT+0530 (India Standard Time)","Fri Dec 01 2023 10:24:10 GMT+0530 (India Standard Time)","Fri Dec 01 2023 10:24:12 GMT+0530 (India Standard Time)",0,0,"Not used",,
true,"2023-12-01 10:23:54",11301,656962b8c313a3.85195954,29,26,phishing,0,100,"Delete this email,Report this email,","Based upon senders email address,,","Hyperbolic Discounting","GPT-3 Temp0.3_TopP_0.8","Fri Dec 01 2023 10:23:47 GMT+0530 (India Standard Time)","Fri Dec 01 2023 10:23:48 GMT+0530 (India Standard Time)","Fri Dec 01 2023 10:23:51 GMT+0530 (India Standard Time)","Fri Dec 01 2023 10:23:53 GMT+0530 (India Standard Time)",0,0,"Not used",,
true,"2023-12-01 10:23:35",11300,656962b8c313a3.85195954,20,25,phishing,0,100,"Delete this email,Report this email,","Based upon senders email address,,","Authority Bias","GPT-3 Temp0.3_TopP_0.8","Fri Dec 01 2023 10:23:26 GMT+0530 (India Standard Time)","Fri Dec 01 2023 10:23:29 GMT+0530 (India Standard Time)","Fri Dec 01 2023 10:23:30 GMT+0530 (India Standard Time)","Fri Dec 01 2023 10:23:34 GMT+0530 (India Standard Time)",0,0,"Not used",,
true,"2023-12-01 10:23:18",11299,656962b8c313a3.85195954,11,24,genuine,51,56,"Read the email and do nothing,","Based upon senders email address,Based upon the subject line in the email,Based upon body of the email,,",NA,NA,"Fri Dec 01 2023 10:23:00 GMT+0530 (India Standard Time)","Fri Dec 01 2023 10:23:02 GMT+0530 (India Standard Time)","Fri Dec 01 2023 10:23:10 GMT+0530 (India Standard Time)","Fri Dec 01 2023 10:23:15 GMT+0530 (India Standard Time)",0,0,"Not used",,
true,"2023-12-01 10:22:49",11298,656962b8c313a3.85195954,17,23,phishing,0,100,"Delete this email,Report this email,","Based upon senders email address,,","Authority Bias","GPT-3 Temp0.3_TopP_0.8","Fri Dec 01 2023 10:22:40 GMT+0530 (India Standard Time)","Fri Dec 01 2023 10:22:41 GMT+0530 (India Standard Time)","Fri Dec 01 2023 10:22:44 GMT+0530 (India Standard Time)","Fri Dec 01 2023 10:22:47 GMT+0530 (India Standard Time)",0,0,"Not used",,
true,"2023-12-01 10:22:29",11297,656962b8c313a3.85195954,13,22,genuine,100,100,"Respond to this email,","Based upon senders email address,,",NA,NA,"Fri Dec 01 2023 10:22:17 GMT+0530 (India Standard Time)","Fri Dec 01 2023 10:22:24 GMT+0530 (India Standard Time)","Fri Dec 01 2023 10:22:26 GMT+0530 (India Standard Time)","Fri Dec 01 2023 10:22:28 GMT+0530 (India Standard Time)",0,0,"Not used",,
true,"2023-12-01 10:22:06",11296,656962b8c313a3.85195954,15,21,genuine,100,100,"Respond to this email,","Based upon senders email address,,",NA,NA,"Fri Dec 01 2023 10:21:54 GMT+0530 (India Standard Time)","Fri Dec 01 2023 10:21:49 GMT+0530 (India Standard Time)","Fri Dec 01 2023 10:21:58 GMT+0530 (India Standard Time)","Fri Dec 01 2023 10:22:05 GMT+0530 (India Standard Time)",0,0,"Not used",,
true,"2023-12-01 10:21:33",11295,656962b8c313a3.85195954,25,20,genuine,56,60,"Read the email and do nothing,","Based upon senders email address,Based upon the subject line in the email,Based upon body of the email,,",NA,NA,"Fri Dec 01 2023 10:21:21 GMT+0530 (India Standard Time)","Fri Dec 01 2023 10:21:22 GMT+0530 (India Standard Time)","Fri Dec 01 2023 10:21:29 GMT+0530 (India Standard Time)","Fri Dec 01 2023 10:21:32 GMT+0530 (India Standard Time)",0,0,"Not used",,
true,"2023-12-01 10:21:04",11294,656962b8c313a3.85195954,21,19,phishing,0,100,"Delete this email,Report this email,","Based upon senders email address,,","Recency Effect","GPT-3 Temp0.3_TopP_0.8","Fri Dec 01 2023 10:20:53 GMT+0530 (India Standard Time)","Fri Dec 01 2023 10:20:55 GMT+0530 (India Standard Time)","Fri Dec 01 2023 10:20:57 GMT+0530 (India Standard Time)","Fri Dec 01 2023 10:21:03 GMT+0530 (India Standard Time)",0,0,"Not used",,
true,"2023-12-01 10:20:45",11293,656962b8c313a3.85195954,31,18,phishing,0,100,"Delete this email,Report this email,","Based upon senders email address,Based upon the subject line in the email,,","Curiosity Effect","GPT-3 Temp0.3_TopP_0.8","Fri Dec 01 2023 10:20:33 GMT+0530 (India Standard Time)","Fri Dec 01 2023 10:20:34 GMT+0530 (India Standard Time)","Fri Dec 01 2023 10:20:41 GMT+0530 (India Standard Time)","Fri Dec 01 2023 10:20:44 GMT+0530 (India Standard Time)",0,0,"Not used",,
true,"2023-12-01 10:20:17",11292,656962b8c313a3.85195954,28,17,phishing,0,100,"Read the email and do nothing,","Based upon senders email address,Based upon body of the email,,","Attention check_3",,"Fri Dec 01 2023 10:20:03 GMT+0530 (India Standard Time)","Fri Dec 01 2023 10:20:06 GMT+0530 (India Standard Time)","Fri Dec 01 2023 10:20:13 GMT+0530 (India Standard Time)","Fri Dec 01 2023 10:20:16 GMT+0530 (India Standard Time)",0,0,"Not used",,
true,"2023-12-01 10:19:39",11291,656962b8c313a3.85195954,24,16,genuine,100,100,"Read the email and do nothing,","Based upon senders email address,,",NA,NA,"Fri Dec 01 2023 10:19:32 GMT+0530 (India Standard Time)","Fri Dec 01 2023 10:19:33 GMT+0530 (India Standard Time)","Fri Dec 01 2023 10:19:35 GMT+0530 (India Standard Time)","Fri Dec 01 2023 10:19:37 GMT+0530 (India Standard Time)",0,0,"Not used",,
true,"2023-12-01 10:19:23",11290,656962b8c313a3.85195954,30,15,phishing,0,100,"Delete this email,Report this email,","Based upon body of the email,,","Halo Effect","GPT-3 Temp0.3_TopP_0.8","Fri Dec 01 2023 10:19:11 GMT+0530 (India Standard Time)","Fri Dec 01 2023 10:19:12 GMT+0530 (India Standard Time)","Fri Dec 01 2023 10:19:19 GMT+0530 (India Standard Time)","Fri Dec 01 2023 10:19:22 GMT+0530 (India Standard Time)",0,0,"Not used",,
true,"2023-12-01 10:18:49",11289,656962b8c313a3.85195954,16,14,genuine,100,91,"Respond to this email,","Based upon the subject line in the email,Based upon body of the email,,","Attention check_1",,"Fri Dec 01 2023 10:18:37 GMT+0530 (India Standard Time)","Fri Dec 01 2023 10:18:39 GMT+0530 (India Standard Time)","Fri Dec 01 2023 10:18:44 GMT+0530 (India Standard Time)","Fri Dec 01 2023 10:18:48 GMT+0530 (India Standard Time)",0,0,"Not used",,
true,"2023-12-01 10:18:09",11288,656962b8c313a3.85195954,12,13,genuine,100,100,"Respond to this email,","Based upon senders email address,,",NA,NA,"Fri Dec 01 2023 10:17:59 GMT+0530 (India Standard Time)","Fri Dec 01 2023 10:18:00 GMT+0530 (India Standard Time)","Fri Dec 01 2023 10:18:02 GMT+0530 (India Standard Time)","Fri Dec 01 2023 10:18:05 GMT+0530 (India Standard Time)",0,0,"Not used",,
true,"2023-12-01 10:17:48",11287,656962b8c313a3.85195954,33,12,phishing,0,100,"Delete this email,Report this email,","Based upon senders email address,,","Halo Effect","GPT-3 Temp0.3_TopP_0.8","Fri Dec 01 2023 10:17:36 GMT+0530 (India Standard Time)","Fri Dec 01 2023 10:17:38 GMT+0530 (India Standard Time)","Fri Dec 01 2023 10:17:40 GMT+0530 (India Standard Time)","Fri Dec 01 2023 10:17:47 GMT+0530 (India Standard Time)",0,0,"Not used",,
true,"2023-12-01 10:17:22",11286,656962b8c313a3.85195954,18,11,phishing,0,100,"Delete this email,Report this email,","Based upon senders email address,,","Curiosity Effect","GPT-3 Temp0.3_TopP_0.8","Fri Dec 01 2023 10:17:13 GMT+0530 (India Standard Time)","Fri Dec 01 2023 10:17:15 GMT+0530 (India Standard Time)","Fri Dec 01 2023 10:17:18 GMT+0530 (India Standard Time)","Fri Dec 01 2023 10:17:22 GMT+0530 (India Standard Time)",0,0,"Not used",,
true,"2023-12-01 10:16:45",11285,656962b8c313a3.85195954,5,10,phishing,0,100,"Delete this email,Report this email,","Based upon senders email address,,",NA,NA,"Fri Dec 01 2023 10:16:17 GMT+0530 (India Standard Time)","Fri Dec 01 2023 10:16:18 GMT+0530 (India Standard Time)","Fri Dec 01 2023 10:16:21 GMT+0530 (India Standard Time)","Fri Dec 01 2023 10:16:44 GMT+0530 (India Standard Time)",0,0,"Not used",,
true,"2023-12-01 10:16:05",11284,656962b8c313a3.85195954,8,9,genuine,100,100,"Delete this email,Report this email,","Based upon senders email address,Based upon the subject line in the email,,","Hyperbolic Discounting","GPT-3 Temp0.3_TopP_0.8","Fri Dec 01 2023 10:15:57 GMT+0530 (India Standard Time)","Fri Dec 01 2023 10:15:59 GMT+0530 (India Standard Time)","Fri Dec 01 2023 10:16:01 GMT+0530 (India Standard Time)","Fri Dec 01 2023 10:16:04 GMT+0530 (India Standard Time)",0,0,"Not used",,
true,"2023-12-01 10:15:51",11283,656962b8c313a3.85195954,3,8,genuine,100,100,"Read the email and do nothing,","Based upon senders email address,Based upon the subject line in the email,,",NA,NA,"Fri Dec 01 2023 10:15:37 GMT+0530 (India Standard Time)","Fri Dec 01 2023 10:15:39 GMT+0530 (India Standard Time)","Fri Dec 01 2023 10:15:43 GMT+0530 (India Standard Time)","Fri Dec 01 2023 10:15:50 GMT+0530 (India Standard Time)",0,0,"Not used",,
true,"2023-12-01 10:15:21",11282,656962b8c313a3.85195954,10,7,phishing,0,83,"Read the email and do nothing,Delete this email,Report this email,","Based upon senders email address,Based upon the subject line in the email,,","Curiosity Effect","GPT-3 Temp0.3_TopP_0.8","Fri Dec 01 2023 10:15:03 GMT+0530 (India Standard Time)","Fri Dec 01 2023 10:15:06 GMT+0530 (India Standard Time)","Fri Dec 01 2023 10:15:13 GMT+0530 (India Standard Time)","Fri Dec 01 2023 10:15:20 GMT+0530 (India Standard Time)",0,0,"Not used",,
true,"2023-12-01 10:14:34",11281,656962b8c313a3.85195954,9,6,genuine,100,100,"Respond to this email,","Based upon senders email address,,",NA,NA,"Fri Dec 01 2023 10:14:09 GMT+0530 (India Standard Time)","Fri Dec 01 2023 10:14:11 GMT+0530 (India Standard Time)","Fri Dec 01 2023 10:14:13 GMT+0530 (India Standard Time)","Fri Dec 01 2023 10:14:33 GMT+0530 (India Standard Time)",0,0,"Not used",,
true,"2023-12-01 10:13:41",11280,656962b8c313a3.85195954,2,5,phishing,0,100,"Delete this email,Report this email,","Based upon senders email address,Based upon the subject line in the email,,","Recency Effect","GPT-3 Temp0.3_TopP_0.8","Fri Dec 01 2023 10:12:52 GMT+0530 (India Standard Time)","Fri Dec 01 2023 10:12:56 GMT+0530 (India Standard Time)","Fri Dec 01 2023 10:13:06 GMT+0530 (India Standard Time)","Fri Dec 01 2023 10:13:40 GMT+0530 (India Standard Time)",0,0,"Not used",,
true,"2023-12-01 10:12:33",11279,656962b8c313a3.85195954,4,4,genuine,82,85,"Click link/ Open attachment,","Based upon senders email address,,","Halo Effect","GPT-3 Temp0.3_TopP_0.8","Fri Dec 01 2023 10:12:09 GMT+0530 (India Standard Time)","Fri Dec 01 2023 10:12:10 GMT+0530 (India Standard Time)","Fri Dec 01 2023 10:12:15 GMT+0530 (India Standard Time)","Fri Dec 01 2023 10:12:32 GMT+0530 (India Standard Time)",0,0,"Not used",,
true,"2023-12-01 10:11:43",11278,656962b8c313a3.85195954,1,3,genuine,100,100,"Respond to this email,Click link/ Open attachment,","Based upon senders email address,Based upon the subject line in the email,Based upon the date in the email,Based upon body of the email,,",NA,NA,"Fri Dec 01 2023 10:11:19 GMT+0530 (India Standard Time)","Fri Dec 01 2023 10:11:21 GMT+0530 (India Standard Time)","Fri Dec 01 2023 10:11:32 GMT+0530 (India Standard Time)","Fri Dec 01 2023 10:11:40 GMT+0530 (India Standard Time)",0,0,"Not used",,
true,"2023-12-01 10:10:57",11277,656962b8c313a3.85195954,7,2,genuine,100,91,"Respond to this email,","Based upon the subject line in the email,Based upon the date in the email,Based upon body of the email,,",NA,NA,"Fri Dec 01 2023 10:10:12 GMT+0530 (India Standard Time)","Fri Dec 01 2023 10:10:14 GMT+0530 (India Standard Time)","Fri Dec 01 2023 10:10:32 GMT+0530 (India Standard Time)","Fri Dec 01 2023 10:10:54 GMT+0530 (India Standard Time)",0,0,"Not used",,
true,"2023-12-01 10:09:31",11276,656962b8c313a3.85195954,6,1,genuine,56,54,"Respond to this email,Click link/ Open attachment,","Based upon senders email address,,","Authority Bias","GPT-3 Temp0.3_TopP_0.8","Fri Dec 01 2023 10:08:59 GMT+0530 (India Standard Time)","Fri Dec 01 2023 10:09:01 GMT+0530 (India Standard Time)","Fri Dec 01 2023 10:08:53 GMT+0530 (India Standard Time)","Fri Dec 01 2023 10:09:27 GMT+0530 (India Standard Time)",0,0,"Not used",,
