consent,timestamp,sno,id,quesno,ques_counter,ans,ansval,conf,reac,reas,Cognitive_bias,Generation,Q1_time,Q2_time,Q3_time,Q4_time,factor1,factor2,hint,hint_time,hint_probability
true,"2023-11-30 22:59:17",11168,6568c0d0e0fbf7.05086737,38,43,genuine,100,100,"Respond to this email,","Based upon senders email address,Based upon body of the email,,",NA,NA,"Thu Nov 30 2023 22:59:08 GMT+0530 (India Standard Time)","Thu Nov 30 2023 22:59:09 GMT+0530 (India Standard Time)","Thu Nov 30 2023 22:59:12 GMT+0530 (India Standard Time)","Thu Nov 30 2023 22:59:14 GMT+0530 (India Standard Time)",0,0,"Not used",,
true,"2023-11-30 22:58:54",11167,6568c0d0e0fbf7.05086737,42,42,genuine,100,100,"Respond to this email,Click link/ Open attachment,","Based upon senders email address,Based upon body of the email,,",NA,NA,"Thu Nov 30 2023 22:58:40 GMT+0530 (India Standard Time)","Thu Nov 30 2023 22:58:42 GMT+0530 (India Standard Time)","Thu Nov 30 2023 22:58:44 GMT+0530 (India Standard Time)","Thu Nov 30 2023 22:58:53 GMT+0530 (India Standard Time)",0,0,"Not used",,
true,"2023-11-30 22:58:18",11166,6568c0d0e0fbf7.05086737,41,41,phishing,0,100,"Move to spam,","Based upon senders email address,Based upon body of the email,,","Curiosity Effect",Human,"Thu Nov 30 2023 22:58:10 GMT+0530 (India Standard Time)","Thu Nov 30 2023 22:58:12 GMT+0530 (India Standard Time)","Thu Nov 30 2023 22:58:15 GMT+0530 (India Standard Time)","Thu Nov 30 2023 22:58:16 GMT+0530 (India Standard Time)",0,0,"Not used",,
true,"2023-11-30 22:58:04",11165,6568c0d0e0fbf7.05086737,40,40,genuine,99,100,"Read the email and do nothing,Click link/ Open attachment,","Based upon senders email address,Based upon body of the email,,",NA,NA,"Thu Nov 30 2023 22:57:39 GMT+0530 (India Standard Time)","Thu Nov 30 2023 22:57:41 GMT+0530 (India Standard Time)","Thu Nov 30 2023 22:57:44 GMT+0530 (India Standard Time)","Thu Nov 30 2023 22:58:02 GMT+0530 (India Standard Time)",0,0,"Not used",,
true,"2023-11-30 22:57:26",11164,6568c0d0e0fbf7.05086737,37,39,phishing,0,100,"Move to spam,","Based upon senders email address,Based upon body of the email,,","Hyperbolic Discounting",Human,"Thu Nov 30 2023 22:57:19 GMT+0530 (India Standard Time)","Thu Nov 30 2023 22:57:20 GMT+0530 (India Standard Time)","Thu Nov 30 2023 22:57:23 GMT+0530 (India Standard Time)","Thu Nov 30 2023 22:57:25 GMT+0530 (India Standard Time)",0,0,"Not used",,
true,"2023-11-30 22:57:10",11163,6568c0d0e0fbf7.05086737,43,38,genuine,91,100,"Respond to this email,Click link/ Open attachment,","Based upon senders email address,,","Halo Effect",Human,"Thu Nov 30 2023 22:56:54 GMT+0530 (India Standard Time)","Thu Nov 30 2023 22:56:37 GMT+0530 (India Standard Time)","Thu Nov 30 2023 22:57:05 GMT+0530 (India Standard Time)","Thu Nov 30 2023 22:57:09 GMT+0530 (India Standard Time)",0,0,"Not used",,
true,"2023-11-30 22:56:17",11162,6568c0d0e0fbf7.05086737,39,37,phishing,21,51,"Read the email and do nothing,","Based upon body of the email,,","Recency Effect",Human,"Thu Nov 30 2023 22:56:08 GMT+0530 (India Standard Time)","Thu Nov 30 2023 22:56:05 GMT+0530 (India Standard Time)","Thu Nov 30 2023 22:56:07 GMT+0530 (India Standard Time)","Thu Nov 30 2023 22:56:14 GMT+0530 (India Standard Time)",0,0,"Not used",,
true,"2023-11-30 22:55:27",11161,6568c0d0e0fbf7.05086737,35,36,phishing,0,100,"Move to spam,","Based upon senders email address,Based upon body of the email,,","Authority Bias",Human,"Thu Nov 30 2023 22:55:17 GMT+0530 (India Standard Time)","Thu Nov 30 2023 22:55:19 GMT+0530 (India Standard Time)","Thu Nov 30 2023 22:55:24 GMT+0530 (India Standard Time)","Thu Nov 30 2023 22:55:26 GMT+0530 (India Standard Time)",0,0,"Not used",,
true,"2023-11-30 22:55:05",11160,6568c0d0e0fbf7.05086737,34,35,genuine,100,100,"Read the email and do nothing,","Based upon senders email address,Based upon body of the email,,",NA,NA,"Thu Nov 30 2023 22:54:54 GMT+0530 (India Standard Time)","Thu Nov 30 2023 22:54:56 GMT+0530 (India Standard Time)","Thu Nov 30 2023 22:55:00 GMT+0530 (India Standard Time)","Thu Nov 30 2023 22:55:02 GMT+0530 (India Standard Time)",0,0,"Not used",,
true,"2023-11-30 22:54:41",11159,6568c0d0e0fbf7.05086737,36,34,genuine,100,100,"Respond to this email,","Based upon senders email address,Based upon the subject line in the email,Based upon body of the email,,",NA,NA,"Thu Nov 30 2023 22:54:28 GMT+0530 (India Standard Time)","Thu Nov 30 2023 22:54:30 GMT+0530 (India Standard Time)","Thu Nov 30 2023 22:54:35 GMT+0530 (India Standard Time)","Thu Nov 30 2023 22:54:39 GMT+0530 (India Standard Time)",0,0,"Not used",,
true,"2023-11-30 22:54:09",11158,6568c0d0e0fbf7.05086737,24,33,genuine,100,100,"Read the email and do nothing,","Based upon senders email address,Based upon body of the email,,",NA,NA,"Thu Nov 30 2023 22:54:02 GMT+0530 (India Standard Time)","Thu Nov 30 2023 22:54:03 GMT+0530 (India Standard Time)","Thu Nov 30 2023 22:54:05 GMT+0530 (India Standard Time)","Thu Nov 30 2023 22:54:08 GMT+0530 (India Standard Time)",0,0,"Not used",,
true,"2023-11-30 22:53:50",11157,6568c0d0e0fbf7.05086737,17,32,genuine,97,100,"Read the email and do nothing,","Based upon body of the email,Based upon the link/attachment in the email,,","Authority Bias",Human,"Thu Nov 30 2023 22:53:38 GMT+0530 (India Standard Time)","Thu Nov 30 2023 22:53:39 GMT+0530 (India Standard Time)","Thu Nov 30 2023 22:53:45 GMT+0530 (India Standard Time)","Thu Nov 30 2023 22:53:49 GMT+0530 (India Standard Time)",0,0,"Not used",,
