id,quesno,ques_counter,ans,,ansval,,conf,reac,reas,Cognitive_bias,Generation,Q1_time,Q2_time,Q3_time,Q4_time,factor1,factor2,hint,hint_time,hint_probability
663367aea9c507.24313502,1,1,phishing,-49,1,Genuine,72,"Click link/ Open attachment,","Based upon body of the email,,",NA,NA,Thu May 02 2024 15:47:31 GMT+0530 (India Standard Time),Thu May 02 2024 15:47:35 GMT+0530 (India Standard Time),Thu May 02 2024 15:47:41 GMT+0530 (India Standard Time),Thu May 02 2024 15:47:50 GMT+0530 (India Standard Time),0,0,Not used,,
663367aea9c507.24313502,5,2,phishing,-26,24,Genuine,42,"Read the email and do nothing,","Based upon body of the email,,",NA,NA,Thu May 02 2024 15:48:21 GMT+0530 (India Standard Time),Thu May 02 2024 15:48:39 GMT+0530 (India Standard Time),Thu May 02 2024 15:48:26 GMT+0530 (India Standard Time),Thu May 02 2024 15:48:29 GMT+0530 (India Standard Time),0,0,Not used,,
663367aea9c507.24313502,9,3,phishing,-12,38,Genuine,18,"Read the email and do nothing,","Based upon the subject line in the email,,",NA,NA,Thu May 02 2024 15:49:11 GMT+0530 (India Standard Time),Thu May 02 2024 15:49:12 GMT+0530 (India Standard Time),Thu May 02 2024 15:49:17 GMT+0530 (India Standard Time),Thu May 02 2024 15:49:20 GMT+0530 (India Standard Time),0,0,Not used,,
663367aea9c507.24313502,2,4,genuine,-20,70,Phishing,59,"Click link/ Open attachment,","Based upon body of the email,,",Recency Effect,Human,Thu May 02 2024 15:49:44 GMT+0530 (India Standard Time),Thu May 02 2024 15:49:46 GMT+0530 (India Standard Time),Thu May 02 2024 15:49:54 GMT+0530 (India Standard Time),Thu May 02 2024 15:49:55 GMT+0530 (India Standard Time),0,0,Not used,,
663367aea9c507.24313502,4,5,genuine,-6,56,Phishing,42,"Respond to this email,","Based upon body of the email,,",Halo Effect,Human,Thu May 02 2024 15:50:27 GMT+0530 (India Standard Time),Thu May 02 2024 15:50:29 GMT+0530 (India Standard Time),Thu May 02 2024 15:50:31 GMT+0530 (India Standard Time),Thu May 02 2024 15:50:34 GMT+0530 (India Standard Time),0,0,Not used,,
663367aea9c507.24313502,8,6,genuine,-34,84,Phishing,73,"Respond to this email,","Based upon senders email address,,",Hyperbolic Discounting,Human,Thu May 02 2024 15:50:56 GMT+0530 (India Standard Time),Thu May 02 2024 15:50:58 GMT+0530 (India Standard Time),Thu May 02 2024 15:51:00 GMT+0530 (India Standard Time),Thu May 02 2024 15:51:10 GMT+0530 (India Standard Time),0,0,Not used,,
663367aea9c507.24313502,7,7,phishing,-27,23,Genuine,68,"Read the email and do nothing,","Based upon body of the email,,",NA,NA,Thu May 02 2024 15:51:41 GMT+0530 (India Standard Time),Thu May 02 2024 15:51:43 GMT+0530 (India Standard Time),Thu May 02 2024 15:51:45 GMT+0530 (India Standard Time),Thu May 02 2024 15:51:49 GMT+0530 (India Standard Time),0,0,Not used,,
663367aea9c507.24313502,10,8,phishing,29,21,Phishing,70,"Read the email and do nothing,","Based upon the link/attachment in the email,,",Curiosity Effect,Human,Thu May 02 2024 15:52:00 GMT+0530 (India Standard Time),Thu May 02 2024 15:52:02 GMT+0530 (India Standard Time),Thu May 02 2024 15:52:08 GMT+0530 (India Standard Time),Thu May 02 2024 15:52:10 GMT+0530 (India Standard Time),0,0,Not used,,
663367aea9c507.24313502,6,9,phishing,47,3,Phishing,82,"Read the email and do nothing,","Based upon the subject line in the email,,",Authority Bias,Human,Thu May 02 2024 15:52:24 GMT+0530 (India Standard Time),Thu May 02 2024 15:52:25 GMT+0530 (India Standard Time),Thu May 02 2024 15:52:28 GMT+0530 (India Standard Time),Thu May 02 2024 15:52:33 GMT+0530 (India Standard Time),0,0,Not used,,
663367aea9c507.24313502,3,10,genuine,48,98,Genuine,96,"Click link/ Open attachment,","Based upon senders email address,Based upon the subject line in the email,Based upon body of the email,,",NA,NA,Thu May 02 2024 15:52:45 GMT+0530 (India Standard Time),Thu May 02 2024 15:52:46 GMT+0530 (India Standard Time),Thu May 02 2024 15:52:54 GMT+0530 (India Standard Time),Thu May 02 2024 15:52:58 GMT+0530 (India Standard Time),0,0,Not used,,
663367aea9c507.24313502,26,11,phishing,-20,30,Genuine,61,"Read the email and do nothing,","Based upon body of the email,,",NA,NA,Thu May 02 2024 15:53:28 GMT+0530 (India Standard Time),Thu May 02 2024 15:53:30 GMT+0530 (India Standard Time),Thu May 02 2024 15:53:33 GMT+0530 (India Standard Time),Thu May 02 2024 15:53:35 GMT+0530 (India Standard Time),0,0,Not used,,
663367aea9c507.24313502,30,12,genuine,-38,88,Phishing,69,"Click link/ Open attachment,","Based upon the subject line in the email,Based upon body of the email,,",Halo Effect,Human,Thu May 02 2024 15:53:51 GMT+0530 (India Standard Time),Thu May 02 2024 15:53:52 GMT+0530 (India Standard Time),Thu May 02 2024 15:53:56 GMT+0530 (India Standard Time),Thu May 02 2024 15:54:02 GMT+0530 (India Standard Time),0,0,Not used,,
663367aea9c507.24313502,15,13,genuine,29,79,Genuine,31,"Click link/ Open attachment,","Based upon the subject line in the email,Based upon body of the email,,",NA,NA,Thu May 02 2024 15:54:28 GMT+0530 (India Standard Time),Thu May 02 2024 15:54:30 GMT+0530 (India Standard Time),Thu May 02 2024 15:54:35 GMT+0530 (India Standard Time),Thu May 02 2024 15:54:39 GMT+0530 (India Standard Time),0,0,Not used,,
663367aea9c507.24313502,13,14,genuine,41,91,Genuine,84,"Read the email and do nothing,","Based upon the date in the email,Based upon the link/attachment in the email,,",NA,NA,Thu May 02 2024 15:54:57 GMT+0530 (India Standard Time),Thu May 02 2024 15:54:59 GMT+0530 (India Standard Time),Thu May 02 2024 15:55:07 GMT+0530 (India Standard Time),Thu May 02 2024 15:55:09 GMT+0530 (India Standard Time),0,0,Not used,,
663367aea9c507.24313502,17,15,phishing,29,21,Phishing,40,"Read the email and do nothing,","Based upon the subject line in the email,,",Authority Bias,Human,Thu May 02 2024 15:55:25 GMT+0530 (India Standard Time),Thu May 02 2024 15:55:27 GMT+0530 (India Standard Time),Thu May 02 2024 15:55:30 GMT+0530 (India Standard Time),Thu May 02 2024 15:55:32 GMT+0530 (India Standard Time),0,0,Not used,,
663367aea9c507.24313502,11,17,genuine,39,89,Genuine,74,"Respond to this email,","Based upon senders email address,Based upon the subject line in the email,Based upon the date in the email,Based upon body of the email,,",NA,NA,Thu May 02 2024 15:56:30 GMT+0530 (India Standard Time),Thu May 02 2024 15:56:31 GMT+0530 (India Standard Time),Thu May 02 2024 15:56:36 GMT+0530 (India Standard Time),Thu May 02 2024 15:56:40 GMT+0530 (India Standard Time),0,0,Not used,,
663367aea9c507.24313502,25,18,phishing,-33,17,Genuine,58,"Read the email and do nothing,","Based upon the subject line in the email,Based upon body of the email,,",NA,NA,Thu May 02 2024 15:56:54 GMT+0530 (India Standard Time),Thu May 02 2024 15:56:58 GMT+0530 (India Standard Time),Thu May 02 2024 15:57:01 GMT+0530 (India Standard Time),Thu May 02 2024 15:57:02 GMT+0530 (India Standard Time),0,0,Not used,,
663367aea9c507.24313502,24,19,genuine,30,80,Genuine,35,"Read the email and do nothing,","Based upon body of the email,Based upon the link/attachment in the email,,",NA,NA,Thu May 02 2024 15:57:21 GMT+0530 (India Standard Time),Thu May 02 2024 15:57:24 GMT+0530 (India Standard Time),Thu May 02 2024 15:57:26 GMT+0530 (India Standard Time),Thu May 02 2024 15:57:28 GMT+0530 (India Standard Time),0,0,Not used,,
663367aea9c507.24313502,23,20,genuine,50,100,Genuine,100,"Respond to this email,","Based upon senders email address,Based upon the subject line in the email,Based upon the date in the email,Based upon body of the email,,",NA,NA,Thu May 02 2024 15:57:49 GMT+0530 (India Standard Time),Thu May 02 2024 15:57:50 GMT+0530 (India Standard Time),Thu May 02 2024 15:57:57 GMT+0530 (India Standard Time),Thu May 02 2024 15:58:00 GMT+0530 (India Standard Time),0,0,Not used,,
663367aea9c507.24313502,32,21,phishing,34,16,Phishing,60,"Read the email and do nothing,","Based upon the subject line in the email,Based upon body of the email,,",Recency Effect,Human,Thu May 02 2024 15:58:23 GMT+0530 (India Standard Time),Thu May 02 2024 15:58:24 GMT+0530 (India Standard Time),Thu May 02 2024 15:58:30 GMT+0530 (India Standard Time),Thu May 02 2024 15:58:32 GMT+0530 (India Standard Time),0,0,Not used,,
663367aea9c507.24313502,27,22,genuine,41,91,Genuine,90,"Respond to this email,","Based upon senders email address,Based upon body of the email,,",NA,NA,Thu May 02 2024 15:59:05 GMT+0530 (India Standard Time),Thu May 02 2024 15:59:06 GMT+0530 (India Standard Time),Thu May 02 2024 15:59:13 GMT+0530 (India Standard Time),Thu May 02 2024 15:59:11 GMT+0530 (India Standard Time),0,0,Not used,,
663367aea9c507.24313502,18,23,phishing,33,17,Phishing,86,"Click link/ Open attachment,","Based upon the subject line in the email,Based upon body of the email,,",Curiosity Effect,Human,Thu May 02 2024 15:59:29 GMT+0530 (India Standard Time),Thu May 02 2024 15:59:42 GMT+0530 (India Standard Time),Thu May 02 2024 15:59:46 GMT+0530 (India Standard Time),Thu May 02 2024 15:59:48 GMT+0530 (India Standard Time),0,0,Not used,,
663367aea9c507.24313502,19,24,phishing,37,13,Phishing,72,"Read the email and do nothing,","Based upon body of the email,,",Hyperbolic Discounting,Human,Thu May 02 2024 16:00:13 GMT+0530 (India Standard Time),Thu May 02 2024 16:00:14 GMT+0530 (India Standard Time),Thu May 02 2024 16:00:21 GMT+0530 (India Standard Time),Thu May 02 2024 16:00:26 GMT+0530 (India Standard Time),0,0,Not used,,
663367aea9c507.24313502,14,25,genuine,38,88,Genuine,89,"Click link/ Open attachment,","Based upon senders email address,Based upon the subject line in the email,Based upon body of the email,,",NA,NA,Thu May 02 2024 16:00:44 GMT+0530 (India Standard Time),Thu May 02 2024 16:00:45 GMT+0530 (India Standard Time),Thu May 02 2024 16:00:49 GMT+0530 (India Standard Time),Thu May 02 2024 16:00:53 GMT+0530 (India Standard Time),0,0,Not used,,
663367aea9c507.24313502,33,27,phishing,41,9,Phishing,80,"Read the email and do nothing,","Based upon senders email address,Based upon body of the email,,",Halo Effect,Human,Thu May 02 2024 16:01:43 GMT+0530 (India Standard Time),Thu May 02 2024 16:01:44 GMT+0530 (India Standard Time),Thu May 02 2024 16:01:49 GMT+0530 (India Standard Time),Thu May 02 2024 16:01:51 GMT+0530 (India Standard Time),0,0,Not used,,
663367aea9c507.24313502,31,28,phishing,50,0,Phishing,100,"Read the email and do nothing,","Based upon body of the email,,",Curiosity Effect,Human,Thu May 02 2024 16:02:12 GMT+0530 (India Standard Time),Thu May 02 2024 16:02:13 GMT+0530 (India Standard Time),Thu May 02 2024 16:02:16 GMT+0530 (India Standard Time),Thu May 02 2024 16:02:17 GMT+0530 (India Standard Time),0,0,Not used,,
663367aea9c507.24313502,20,30,phishing,50,0,Phishing,88,"Read the email and do nothing,","Based upon the subject line in the email,Based upon body of the email,,",Authority Bias,Human,Thu May 02 2024 16:03:07 GMT+0530 (India Standard Time),Thu May 02 2024 16:03:09 GMT+0530 (India Standard Time),Thu May 02 2024 16:03:15 GMT+0530 (India Standard Time),Thu May 02 2024 16:03:16 GMT+0530 (India Standard Time),0,0,Not used,,
