id,quesno,ques_counter,ans,,ansval,,conf,reac,reas,Cognitive_bias,Generation,Q1_time,Q2_time,Q3_time,Q4_time,factor1,factor2,hint,hint_time,hint_probability
6630c602d21248.07892028,3,1,genuine,50,100,Genuine,100,"Respond to this email,Click link/ Open attachment,","Based upon senders email address,Based upon the subject line in the email,Based upon body of the email,,",NA,NA,Tue Apr 30 2024 15:55:09 GMT+0530 (India Standard Time),Tue Apr 30 2024 15:55:16 GMT+0530 (India Standard Time),Tue Apr 30 2024 15:55:44 GMT+0530 (India Standard Time),Tue Apr 30 2024 15:55:56 GMT+0530 (India Standard Time),0,0,Not used,,
6630c602d21248.07892028,9,2,phishing,-23,27,Genuine,94,"Read the email and do nothing,","Based upon the subject line in the email,,",NA,NA,Tue Apr 30 2024 15:57:08 GMT+0530 (India Standard Time),Tue Apr 30 2024 15:57:10 GMT+0530 (India Standard Time),Tue Apr 30 2024 15:57:29 GMT+0530 (India Standard Time),Tue Apr 30 2024 15:57:35 GMT+0530 (India Standard Time),0,0,Not used,,
6630c602d21248.07892028,6,3,phishing,50,0,Phishing,100,"Delete this email,Report this email,","Based upon senders email address,Based upon the subject line in the email,Based upon body of the email,Based upon the link/attachment in the email,,",Authority Bias,Human,Tue Apr 30 2024 15:58:26 GMT+0530 (India Standard Time),Tue Apr 30 2024 15:58:24 GMT+0530 (India Standard Time),Tue Apr 30 2024 15:58:37 GMT+0530 (India Standard Time),Tue Apr 30 2024 15:58:48 GMT+0530 (India Standard Time),0,0,Not used,,
6630c602d21248.07892028,7,4,genuine,26,76,Genuine,100,"Respond to this email,","Based upon body of the email,,",NA,NA,Tue Apr 30 2024 16:00:29 GMT+0530 (India Standard Time),Tue Apr 30 2024 16:00:05 GMT+0530 (India Standard Time),Tue Apr 30 2024 16:00:11 GMT+0530 (India Standard Time),Tue Apr 30 2024 16:00:18 GMT+0530 (India Standard Time),0,0,Not used,,
6630c602d21248.07892028,1,5,genuine,50,100,Genuine,100,"Respond to this email,","Based upon senders email address,Based upon the subject line in the email,Based upon body of the email,,",NA,NA,Tue Apr 30 2024 16:01:22 GMT+0530 (India Standard Time),Tue Apr 30 2024 16:01:26 GMT+0530 (India Standard Time),Tue Apr 30 2024 16:01:38 GMT+0530 (India Standard Time),Tue Apr 30 2024 16:01:43 GMT+0530 (India Standard Time),0,0,Not used,,
6630c602d21248.07892028,8,6,phishing,46,4,Phishing,100,"Delete this email,","Based upon the subject line in the email,Based upon body of the email,,",Hyperbolic Discounting,Human,Tue Apr 30 2024 16:02:55 GMT+0530 (India Standard Time),Tue Apr 30 2024 16:03:30 GMT+0530 (India Standard Time),Tue Apr 30 2024 16:03:31 GMT+0530 (India Standard Time),Tue Apr 30 2024 16:03:46 GMT+0530 (India Standard Time),0,0,Not used,,
6630c602d21248.07892028,4,7,phishing,50,0,Phishing,100,"Delete this email,Report this email,","Based upon senders email address,Based upon the subject line in the email,Based upon the date in the email,Based upon body of the email,,",Halo Effect,Human,Tue Apr 30 2024 16:04:16 GMT+0530 (India Standard Time),Tue Apr 30 2024 16:04:19 GMT+0530 (India Standard Time),Tue Apr 30 2024 16:04:49 GMT+0530 (India Standard Time),Tue Apr 30 2024 16:05:14 GMT+0530 (India Standard Time),0,0,Not used,,
6630c602d21248.07892028,10,8,phishing,28,22,Phishing,82,"Move to spam,","Based upon body of the email,,",Curiosity Effect,Human,Tue Apr 30 2024 16:05:48 GMT+0530 (India Standard Time),Tue Apr 30 2024 16:05:53 GMT+0530 (India Standard Time),Tue Apr 30 2024 16:05:57 GMT+0530 (India Standard Time),Tue Apr 30 2024 16:06:12 GMT+0530 (India Standard Time),0,0,Not used,,
6630c602d21248.07892028,5,9,genuine,40,90,Genuine,91,"Read the email and do nothing,","Based upon senders email address,Based upon the date in the email,,",NA,NA,Tue Apr 30 2024 16:07:02 GMT+0530 (India Standard Time),Tue Apr 30 2024 16:07:04 GMT+0530 (India Standard Time),Tue Apr 30 2024 16:07:09 GMT+0530 (India Standard Time),Tue Apr 30 2024 16:07:11 GMT+0530 (India Standard Time),0,0,Not used,,
6630c602d21248.07892028,2,10,phishing,47,3,Phishing,98,"Read the email and do nothing,","Based upon senders email address,Based upon body of the email,Based upon the link/attachment in the email,,",Recency Effect,Human,Tue Apr 30 2024 16:07:55 GMT+0530 (India Standard Time),Tue Apr 30 2024 16:07:53 GMT+0530 (India Standard Time),Tue Apr 30 2024 16:08:14 GMT+0530 (India Standard Time),Tue Apr 30 2024 16:08:19 GMT+0530 (India Standard Time),0,0,Not used,,
