id,quesno,ques_counter,ans,,ansval,,conf,reac,reas,Cognitive_bias,Generation,Q1_time,Q2_time,Q3_time,Q4_time,factor1,factor2,hint,hint_time,hint_probability
663f087fb7f1f1.50806201,2,1,genuine,-45,100,Phishing,100,"Read the email and do nothing,","Based upon senders email address,Based upon body of the email,,",Recency Effect,Human,Sat May 11 2024 11:28:28 GMT+0530 (India Standard Time),Sat May 11 2024 11:28:32 GMT+0530 (India Standard Time),Sat May 11 2024 11:29:00 GMT+0530 (India Standard Time),Sat May 11 2024 11:29:08 GMT+0530 (India Standard Time),0,0,Not used,,
663f087fb7f1f1.50806201,3,2,genuine,50,100,Genuine,100,"Respond to this email,Click link/ Open attachment,","Based upon senders email address,Based upon the subject line in the email,,",NA,NA,Sat May 11 2024 11:29:53 GMT+0530 (India Standard Time),Sat May 11 2024 11:29:55 GMT+0530 (India Standard Time),Sat May 11 2024 11:30:00 GMT+0530 (India Standard Time),Sat May 11 2024 11:30:20 GMT+0530 (India Standard Time),0,0,Not used,,
663f087fb7f1f1.50806201,8,3,phishing,50,9,Genuine,87,"Move to spam,Delete this email,Report this email,","Based upon the subject line in the email,Based upon body of the email,,",Hyperbolic Discounting,Human,Sat May 11 2024 11:30:38 GMT+0530 (India Standard Time),Sat May 11 2024 11:30:40 GMT+0530 (India Standard Time),Sat May 11 2024 11:30:53 GMT+0530 (India Standard Time),Sat May 11 2024 11:31:03 GMT+0530 (India Standard Time),0,0,Not used,,
663f087fb7f1f1.50806201,4,4,genuine,35,73,Phishing,86,"Respond to this email,Click link/ Open attachment,","Based upon senders email address,Based upon the date in the email,Based upon body of the email,,",Halo Effect,Human,Sat May 11 2024 11:31:59 GMT+0530 (India Standard Time),Sat May 11 2024 11:32:00 GMT+0530 (India Standard Time),Sat May 11 2024 11:32:07 GMT+0530 (India Standard Time),Sat May 11 2024 11:31:50 GMT+0530 (India Standard Time),0,0,Not used,,
663f087fb7f1f1.50806201,9,5,genuine,45,88,Genuine,80,"Read the email and do nothing,Click link/ Open attachment,","Based upon the subject line in the email,Based upon body of the email,,",NA,NA,Sat May 11 2024 11:32:19 GMT+0530 (India Standard Time),Sat May 11 2024 11:32:22 GMT+0530 (India Standard Time),Sat May 11 2024 11:32:26 GMT+0530 (India Standard Time),Sat May 11 2024 11:32:28 GMT+0530 (India Standard Time),0,0,Not used,,
663f087fb7f1f1.50806201,6,6,genuine,-50,95,Phishing,88,"Respond to this email,Click link/ Open attachment,","Based upon senders email address,Based upon the subject line in the email,Based upon the date in the email,Based upon body of the email,Based upon the link/attachment in the email,,",Authority Bias,Human,Sat May 11 2024 11:32:45 GMT+0530 (India Standard Time),Sat May 11 2024 11:32:47 GMT+0530 (India Standard Time),Sat May 11 2024 11:32:54 GMT+0530 (India Standard Time),Sat May 11 2024 11:32:57 GMT+0530 (India Standard Time),0,0,Not used,,
663f087fb7f1f1.50806201,1,7,genuine,-48,100,Genuine,99,"Read the email and do nothing,Respond to this email,","Based upon senders email address,Based upon the subject line in the email,Based upon body of the email,Based upon the link/attachment in the email,,",NA,NA,Sat May 11 2024 11:33:11 GMT+0530 (India Standard Time),Sat May 11 2024 11:33:14 GMT+0530 (India Standard Time),Sat May 11 2024 11:33:26 GMT+0530 (India Standard Time),Sat May 11 2024 11:33:36 GMT+0530 (India Standard Time),0,0,Not used,,
663f087fb7f1f1.50806201,5,8,genuine,-44,100,Genuine,100,"Read the email and do nothing,Click link/ Open attachment,","Based upon senders email address,Based upon the subject line in the email,Based upon the date in the email,Based upon body of the email,Based upon the link/attachment in the email,,",NA,NA,Sat May 11 2024 11:33:43 GMT+0530 (India Standard Time),Sat May 11 2024 11:33:44 GMT+0530 (India Standard Time),Sat May 11 2024 11:33:50 GMT+0530 (India Standard Time),Sat May 11 2024 11:34:00 GMT+0530 (India Standard Time),0,0,Not used,,
663f087fb7f1f1.50806201,10,9,phishing,-36,15,Phishing,82,"Read the email and do nothing,Move to spam,Delete this email,","Based upon senders email address,Based upon the link/attachment in the email,,",Curiosity Effect,Human,Sat May 11 2024 11:34:15 GMT+0530 (India Standard Time),Sat May 11 2024 11:34:17 GMT+0530 (India Standard Time),Sat May 11 2024 11:34:21 GMT+0530 (India Standard Time),Sat May 11 2024 11:34:32 GMT+0530 (India Standard Time),0,0,Not used,,
663f087fb7f1f1.50806201,7,10,genuine,50,95,Genuine,91,"Read the email and do nothing,","Based upon senders email address,Based upon the date in the email,Based upon body of the email,,",NA,NA,Sat May 11 2024 11:34:50 GMT+0530 (India Standard Time),Sat May 11 2024 11:34:52 GMT+0530 (India Standard Time),Sat May 11 2024 11:34:55 GMT+0530 (India Standard Time),Sat May 11 2024 11:34:57 GMT+0530 (India Standard Time),0,0,Not used,,
663f087fb7f1f1.50806201,21,11,genuine,-50,100,Phishing,98,"Respond to this email,Click link/ Open attachment,","Based upon senders email address,Based upon the subject line in the email,Based upon the date in the email,,",Recency Effect,Human,Sat May 11 2024 11:35:09 GMT+0530 (India Standard Time),Sat May 11 2024 11:35:09 GMT+0530 (India Standard Time),Sat May 11 2024 11:35:16 GMT+0530 (India Standard Time),Sat May 11 2024 11:35:25 GMT+0530 (India Standard Time),0,0,Not used,,
663f087fb7f1f1.50806201,23,12,genuine,1,98,Phishing,96,"Read the email and do nothing,","Based upon senders email address,Based upon the subject line in the email,,",NA,NA,Sat May 11 2024 11:35:43 GMT+0530 (India Standard Time),Sat May 11 2024 11:35:44 GMT+0530 (India Standard Time),Sat May 11 2024 11:35:46 GMT+0530 (India Standard Time),Sat May 11 2024 11:35:49 GMT+0530 (India Standard Time),0,0,Not used,,
663f087fb7f1f1.50806201,25,13,genuine,50,94,Phishing,96,"Respond to this email,","Based upon senders email address,Based upon the subject line in the email,,",NA,NA,Sat May 11 2024 11:36:07 GMT+0530 (India Standard Time),Sat May 11 2024 11:36:09 GMT+0530 (India Standard Time),Sat May 11 2024 11:36:11 GMT+0530 (India Standard Time),Sat May 11 2024 11:36:15 GMT+0530 (India Standard Time),0,0,Not used,,
663f087fb7f1f1.50806201,33,15,phishing,48,14,Genuine,100,"Move to spam,Delete this email,","Based upon senders email address,Based upon body of the email,,",Halo Effect,Human,Sat May 11 2024 11:36:51 GMT+0530 (India Standard Time),Sat May 11 2024 11:36:57 GMT+0530 (India Standard Time),Sat May 11 2024 11:37:13 GMT+0530 (India Standard Time),Sat May 11 2024 11:37:23 GMT+0530 (India Standard Time),0,0,Not used,,
663f087fb7f1f1.50806201,26,16,genuine,45,100,Genuine,100,"Respond to this email,Click link/ Open attachment,","Based upon senders email address,Based upon the subject line in the email,Based upon the date in the email,Based upon body of the email,Based upon the link/attachment in the email,,",NA,NA,Sat May 11 2024 11:37:37 GMT+0530 (India Standard Time),Sat May 11 2024 11:37:38 GMT+0530 (India Standard Time),Sat May 11 2024 11:37:46 GMT+0530 (India Standard Time),Sat May 11 2024 11:37:51 GMT+0530 (India Standard Time),0,0,Not used,,
