id,quesno,ques_counter,ans,,ansval,,conf,reac,reas,Cognitive_bias,Generation,Q1_time,Q2_time,Q3_time,Q4_time,factor1,factor2,hint,hint_time,hint_probability
6630d1d742f4a3.76395635,3,1,genuine,50,100,Genuine,100,"Read the email and do nothing,Click link/ Open attachment,","Based upon senders email address,Based upon body of the email,Based upon the link/attachment in the email,,",NA,NA,Tue Apr 30 2024 16:46:40 GMT+0530 (India Standard Time),Tue Apr 30 2024 16:46:45 GMT+0530 (India Standard Time),Tue Apr 30 2024 16:47:28 GMT+0530 (India Standard Time),Tue Apr 30 2024 16:47:22 GMT+0530 (India Standard Time),0,0,Not used,,
6630d1d742f4a3.76395635,7,2,genuine,21,71,Genuine,59,"Read the email and do nothing,","Based upon the subject line in the email,Based upon body of the email,,",NA,NA,Tue Apr 30 2024 16:48:19 GMT+0530 (India Standard Time),Tue Apr 30 2024 16:48:21 GMT+0530 (India Standard Time),Tue Apr 30 2024 16:48:28 GMT+0530 (India Standard Time),Tue Apr 30 2024 16:48:31 GMT+0530 (India Standard Time),0,0,Not used,,
6630d1d742f4a3.76395635,9,3,genuine,40,90,Genuine,85,"Respond to this email,","Based upon senders email address,Based upon the subject line in the email,Based upon the date in the email,,",NA,NA,Tue Apr 30 2024 16:48:56 GMT+0530 (India Standard Time),Tue Apr 30 2024 16:48:57 GMT+0530 (India Standard Time),Tue Apr 30 2024 16:49:05 GMT+0530 (India Standard Time),Tue Apr 30 2024 16:49:09 GMT+0530 (India Standard Time),0,0,Not used,,
6630d1d742f4a3.76395635,2,4,phishing,21,29,Phishing,76,"Move to spam,","Based upon the link/attachment in the email,,",Recency Effect,Human,Tue Apr 30 2024 16:49:38 GMT+0530 (India Standard Time),Tue Apr 30 2024 16:49:40 GMT+0530 (India Standard Time),Tue Apr 30 2024 16:49:36 GMT+0530 (India Standard Time),Tue Apr 30 2024 16:49:48 GMT+0530 (India Standard Time),0,0,Not used,,
6630d1d742f4a3.76395635,6,5,phishing,50,0,Phishing,100,"Read the email and do nothing,Delete this email,","Based upon senders email address,Based upon body of the email,,",Authority Bias,Human,Tue Apr 30 2024 16:50:11 GMT+0530 (India Standard Time),Tue Apr 30 2024 16:50:13 GMT+0530 (India Standard Time),Tue Apr 30 2024 16:50:19 GMT+0530 (India Standard Time),Tue Apr 30 2024 16:50:24 GMT+0530 (India Standard Time),0,0,Not used,,
6630d1d742f4a3.76395635,4,6,phishing,50,0,Phishing,100,"Move to spam,Report this email,","Based upon senders email address,Based upon body of the email,,",Halo Effect,Human,Tue Apr 30 2024 16:50:53 GMT+0530 (India Standard Time),Tue Apr 30 2024 16:50:54 GMT+0530 (India Standard Time),Tue Apr 30 2024 16:51:01 GMT+0530 (India Standard Time),Tue Apr 30 2024 16:51:10 GMT+0530 (India Standard Time),0,0,Not used,,
6630d1d742f4a3.76395635,5,7,genuine,50,100,Genuine,79,"Read the email and do nothing,","Based upon senders email address,Based upon the subject line in the email,Based upon body of the email,,",NA,NA,Tue Apr 30 2024 16:51:29 GMT+0530 (India Standard Time),Tue Apr 30 2024 16:51:32 GMT+0530 (India Standard Time),Tue Apr 30 2024 16:51:40 GMT+0530 (India Standard Time),Tue Apr 30 2024 16:51:46 GMT+0530 (India Standard Time),0,0,Not used,,
6630d1d742f4a3.76395635,10,8,phishing,33,17,Phishing,72,"Move to spam,Report this email,","Based upon the subject line in the email,Based upon body of the email,,",Curiosity Effect,Human,Tue Apr 30 2024 16:52:53 GMT+0530 (India Standard Time),Tue Apr 30 2024 16:52:52 GMT+0530 (India Standard Time),Tue Apr 30 2024 16:53:15 GMT+0530 (India Standard Time),Tue Apr 30 2024 16:53:34 GMT+0530 (India Standard Time),0,0,Not used,,
6630d1d742f4a3.76395635,1,9,genuine,50,100,Genuine,94,"Respond to this email,","Based upon senders email address,Based upon the subject line in the email,Based upon body of the email,Based upon the link/attachment in the email,,",NA,NA,Tue Apr 30 2024 16:54:15 GMT+0530 (India Standard Time),Tue Apr 30 2024 16:54:17 GMT+0530 (India Standard Time),Tue Apr 30 2024 16:54:25 GMT+0530 (India Standard Time),Tue Apr 30 2024 16:54:27 GMT+0530 (India Standard Time),0,0,Not used,,
6630d1d742f4a3.76395635,8,10,phishing,50,0,Phishing,100,"Move to spam,Report this email,","Based upon senders email address,Based upon body of the email,,",Hyperbolic Discounting,Human,Tue Apr 30 2024 16:54:56 GMT+0530 (India Standard Time),Tue Apr 30 2024 16:54:58 GMT+0530 (India Standard Time),Tue Apr 30 2024 16:55:08 GMT+0530 (India Standard Time),Tue Apr 30 2024 16:55:25 GMT+0530 (India Standard Time),0,0,Not used,,
6630d1d742f4a3.76395635,23,11,genuine,25,75,Genuine,30,"Respond to this email,","Based upon the subject line in the email,Based upon body of the email,,",NA,NA,Tue Apr 30 2024 16:56:01 GMT+0530 (India Standard Time),Tue Apr 30 2024 16:56:03 GMT+0530 (India Standard Time),Tue Apr 30 2024 16:56:28 GMT+0530 (India Standard Time),Tue Apr 30 2024 16:56:35 GMT+0530 (India Standard Time),0,0,Not used,,
6630d1d742f4a3.76395635,30,12,phishing,50,0,Phishing,100,"Move to spam,Report this email,","Based upon senders email address,Based upon the subject line in the email,Based upon body of the email,,",Halo Effect,Human,Tue Apr 30 2024 16:57:00 GMT+0530 (India Standard Time),Tue Apr 30 2024 16:57:16 GMT+0530 (India Standard Time),Tue Apr 30 2024 16:57:23 GMT+0530 (India Standard Time),Tue Apr 30 2024 16:57:26 GMT+0530 (India Standard Time),0,0,Not used,,
6630d1d742f4a3.76395635,11,13,genuine,41,91,Genuine,77,"Respond to this email,","Based upon the date in the email,Based upon body of the email,,",NA,NA,Tue Apr 30 2024 16:57:40 GMT+0530 (India Standard Time),Tue Apr 30 2024 16:57:58 GMT+0530 (India Standard Time),Tue Apr 30 2024 16:58:01 GMT+0530 (India Standard Time),Tue Apr 30 2024 16:58:13 GMT+0530 (India Standard Time),0,0,Not used,,
6630d1d742f4a3.76395635,21,15,phishing,50,0,Phishing,100,"Read the email and do nothing,","Based upon senders email address,,",Recency Effect,Human,Tue Apr 30 2024 17:00:19 GMT+0530 (India Standard Time),Tue Apr 30 2024 17:00:20 GMT+0530 (India Standard Time),Tue Apr 30 2024 17:00:22 GMT+0530 (India Standard Time),Tue Apr 30 2024 17:00:30 GMT+0530 (India Standard Time),0,0,Not used,,
6630d1d742f4a3.76395635,24,16,phishing,-50,0,Genuine,93,"Move to spam,","Based upon the subject line in the email,,",NA,NA,Tue Apr 30 2024 17:00:55 GMT+0530 (India Standard Time),Tue Apr 30 2024 17:01:07 GMT+0530 (India Standard Time),Tue Apr 30 2024 17:01:15 GMT+0530 (India Standard Time),Tue Apr 30 2024 17:01:19 GMT+0530 (India Standard Time),0,0,Not used,,
6630d1d742f4a3.76395635,31,17,phishing,30,20,Phishing,76,"Read the email and do nothing,","Based upon senders email address,Based upon the subject line in the email,,",Curiosity Effect,Human,Tue Apr 30 2024 17:02:25 GMT+0530 (India Standard Time),Tue Apr 30 2024 17:02:26 GMT+0530 (India Standard Time),Tue Apr 30 2024 17:02:29 GMT+0530 (India Standard Time),Tue Apr 30 2024 17:02:32 GMT+0530 (India Standard Time),0,0,Not used,,
6630d1d742f4a3.76395635,25,18,genuine,50,100,Genuine,100,"Respond to this email,","Based upon senders email address,Based upon the subject line in the email,Based upon body of the email,,",NA,NA,Tue Apr 30 2024 17:02:42 GMT+0530 (India Standard Time),Tue Apr 30 2024 17:02:42 GMT+0530 (India Standard Time),Tue Apr 30 2024 17:02:51 GMT+0530 (India Standard Time),Tue Apr 30 2024 17:02:53 GMT+0530 (India Standard Time),0,0,Not used,,
6630d1d742f4a3.76395635,33,19,phishing,50,0,Phishing,100,"Read the email and do nothing,Move to spam,","Based upon senders email address,Based upon the link/attachment in the email,,",Halo Effect,Human,Tue Apr 30 2024 17:03:10 GMT+0530 (India Standard Time),Tue Apr 30 2024 17:03:11 GMT+0530 (India Standard Time),Tue Apr 30 2024 17:03:30 GMT+0530 (India Standard Time),Tue Apr 30 2024 17:03:46 GMT+0530 (India Standard Time),0,0,Not used,,
6630d1d742f4a3.76395635,19,20,phishing,50,0,Phishing,100,"Report this email,","Based upon body of the email,,",Hyperbolic Discounting,Human,Tue Apr 30 2024 17:04:00 GMT+0530 (India Standard Time),Tue Apr 30 2024 17:04:01 GMT+0530 (India Standard Time),Tue Apr 30 2024 17:04:03 GMT+0530 (India Standard Time),Tue Apr 30 2024 17:04:07 GMT+0530 (India Standard Time),0,0,Not used,,
6630d1d742f4a3.76395635,17,22,genuine,-35,85,Phishing,77,"Read the email and do nothing,Respond to this email,","Based upon senders email address,Based upon the subject line in the email,Based upon body of the email,,",Authority Bias,Human,Tue Apr 30 2024 17:05:13 GMT+0530 (India Standard Time),Tue Apr 30 2024 17:05:15 GMT+0530 (India Standard Time),Tue Apr 30 2024 17:05:21 GMT+0530 (India Standard Time),Tue Apr 30 2024 17:05:33 GMT+0530 (India Standard Time),0,0,Not used,,
6630d1d742f4a3.76395635,20,23,phishing,50,0,Phishing,100,"Move to spam,Report this email,","Based upon body of the email,,",Authority Bias,Human,Tue Apr 30 2024 17:05:54 GMT+0530 (India Standard Time),Tue Apr 30 2024 17:05:54 GMT+0530 (India Standard Time),Tue Apr 30 2024 17:05:58 GMT+0530 (India Standard Time),Tue Apr 30 2024 17:06:05 GMT+0530 (India Standard Time),0,0,Not used,,
6630d1d742f4a3.76395635,15,24,genuine,50,100,Genuine,100,"Read the email and do nothing,","Based upon senders email address,Based upon the subject line in the email,Based upon body of the email,,",NA,NA,Tue Apr 30 2024 17:06:27 GMT+0530 (India Standard Time),Tue Apr 30 2024 17:06:28 GMT+0530 (India Standard Time),Tue Apr 30 2024 17:06:34 GMT+0530 (India Standard Time),Tue Apr 30 2024 17:06:46 GMT+0530 (India Standard Time),0,0,Not used,,
6630d1d742f4a3.76395635,14,25,genuine,50,100,Genuine,100,"Read the email and do nothing,","Based upon senders email address,Based upon the subject line in the email,Based upon body of the email,,",NA,NA,Tue Apr 30 2024 17:07:13 GMT+0530 (India Standard Time),Tue Apr 30 2024 17:07:14 GMT+0530 (India Standard Time),Tue Apr 30 2024 17:07:19 GMT+0530 (India Standard Time),Tue Apr 30 2024 17:07:24 GMT+0530 (India Standard Time),0,0,Not used,,
6630d1d742f4a3.76395635,13,26,genuine,14,64,Genuine,32,"Read the email and do nothing,","Based upon senders email address,Based upon the subject line in the email,Based upon body of the email,,",NA,NA,Tue Apr 30 2024 17:07:53 GMT+0530 (India Standard Time),Tue Apr 30 2024 17:07:55 GMT+0530 (India Standard Time),Tue Apr 30 2024 17:08:00 GMT+0530 (India Standard Time),Tue Apr 30 2024 17:08:02 GMT+0530 (India Standard Time),0,0,Not used,,
6630d1d742f4a3.76395635,26,27,genuine,50,100,Genuine,100,"Read the email and do nothing,Respond to this email,","Based upon senders email address,Based upon body of the email,,",NA,NA,Tue Apr 30 2024 17:08:33 GMT+0530 (India Standard Time),Tue Apr 30 2024 17:08:33 GMT+0530 (India Standard Time),Tue Apr 30 2024 17:08:36 GMT+0530 (India Standard Time),Tue Apr 30 2024 17:08:41 GMT+0530 (India Standard Time),0,0,Not used,,
6630d1d742f4a3.76395635,12,28,genuine,50,100,Genuine,100,"Respond to this email,","Based upon senders email address,Based upon body of the email,,",NA,NA,Tue Apr 30 2024 17:09:11 GMT+0530 (India Standard Time),Tue Apr 30 2024 17:09:12 GMT+0530 (India Standard Time),Tue Apr 30 2024 17:09:17 GMT+0530 (India Standard Time),Tue Apr 30 2024 17:09:19 GMT+0530 (India Standard Time),0,0,Not used,,
6630d1d742f4a3.76395635,29,29,phishing,50,0,Phishing,100,"Move to spam,Report this email,","Based upon the subject line in the email,Based upon body of the email,,",Hyperbolic Discounting,Human,Tue Apr 30 2024 17:09:30 GMT+0530 (India Standard Time),Tue Apr 30 2024 17:09:31 GMT+0530 (India Standard Time),Tue Apr 30 2024 17:09:39 GMT+0530 (India Standard Time),Tue Apr 30 2024 17:09:41 GMT+0530 (India Standard Time),0,0,Not used,,
6630d1d742f4a3.76395635,32,30,genuine,-7,57,Phishing,58,"Read the email and do nothing,","Based upon senders email address,Based upon body of the email,,",Recency Effect,Human,Tue Apr 30 2024 17:10:07 GMT+0530 (India Standard Time),Tue Apr 30 2024 17:10:08 GMT+0530 (India Standard Time),Tue Apr 30 2024 17:10:11 GMT+0530 (India Standard Time),Tue Apr 30 2024 17:10:12 GMT+0530 (India Standard Time),0,0,Not used,,
6630d1d742f4a3.76395635,18,31,phishing,50,0,Phishing,100,"Move to spam,Report this email,","Based upon senders email address,Based upon the subject line in the email,Based upon body of the email,,",Curiosity Effect,Human,Tue Apr 30 2024 17:10:20 GMT+0530 (India Standard Time),Tue Apr 30 2024 17:10:21 GMT+0530 (India Standard Time),Tue Apr 30 2024 17:10:28 GMT+0530 (India Standard Time),Tue Apr 30 2024 17:10:31 GMT+0530 (India Standard Time),0,0,Not used,,
6630d1d742f4a3.76395635,27,32,genuine,50,100,Genuine,100,"Respond to this email,","Based upon senders email address,Based upon body of the email,,",NA,NA,Tue Apr 30 2024 17:10:58 GMT+0530 (India Standard Time),Tue Apr 30 2024 17:11:02 GMT+0530 (India Standard Time),Tue Apr 30 2024 17:11:06 GMT+0530 (India Standard Time),Tue Apr 30 2024 17:11:19 GMT+0530 (India Standard Time),0,0,Not used,,
6630d1d742f4a3.76395635,40,34,genuine,42,92,Genuine,72,"Read the email and do nothing,","Based upon senders email address,Based upon body of the email,,",NA,NA,Tue Apr 30 2024 17:12:33 GMT+0530 (India Standard Time),Tue Apr 30 2024 17:12:34 GMT+0530 (India Standard Time),Tue Apr 30 2024 17:12:37 GMT+0530 (India Standard Time),Tue Apr 30 2024 17:12:40 GMT+0530 (India Standard Time),0,0,Not used,,
6630d1d742f4a3.76395635,37,35,phishing,50,0,Phishing,100,"Read the email and do nothing,Move to spam,Report this email,","Based upon senders email address,Based upon the subject line in the email,Based upon body of the email,,",Hyperbolic Discounting,Human,Tue Apr 30 2024 17:12:50 GMT+0530 (India Standard Time),Tue Apr 30 2024 17:12:51 GMT+0530 (India Standard Time),Tue Apr 30 2024 17:12:56 GMT+0530 (India Standard Time),Tue Apr 30 2024 17:13:01 GMT+0530 (India Standard Time),0,0,Not used,,
6630d1d742f4a3.76395635,36,36,genuine,50,100,Genuine,100,"Read the email and do nothing,","Based upon senders email address,Based upon the link/attachment in the email,,",NA,NA,Tue Apr 30 2024 17:13:23 GMT+0530 (India Standard Time),Tue Apr 30 2024 17:13:23 GMT+0530 (India Standard Time),Tue Apr 30 2024 17:13:27 GMT+0530 (India Standard Time),Tue Apr 30 2024 17:13:36 GMT+0530 (India Standard Time),0,0,Not used,,
6630d1d742f4a3.76395635,34,37,genuine,50,100,Genuine,100,"Read the email and do nothing,Respond to this email,","Based upon senders email address,Based upon body of the email,Based upon the link/attachment in the email,,",NA,NA,Tue Apr 30 2024 17:14:03 GMT+0530 (India Standard Time),Tue Apr 30 2024 17:14:10 GMT+0530 (India Standard Time),Tue Apr 30 2024 17:14:15 GMT+0530 (India Standard Time),Tue Apr 30 2024 17:14:18 GMT+0530 (India Standard Time),0,0,Not used,,
6630d1d742f4a3.76395635,35,38,genuine,-16,66,Phishing,59,"Read the email and do nothing,","Based upon senders email address,Based upon body of the email,,",Authority Bias,Human,Tue Apr 30 2024 17:14:33 GMT+0530 (India Standard Time),Tue Apr 30 2024 17:14:34 GMT+0530 (India Standard Time),Tue Apr 30 2024 17:14:38 GMT+0530 (India Standard Time),Tue Apr 30 2024 17:14:40 GMT+0530 (India Standard Time),0,0,Not used,,
