id,quesno,ques_counter,ans,,ansval,,conf,reac,reas,Cognitive_bias,Generation,Q1_time,Q2_time,Q3_time,Q4_time,factor1,factor2,hint,hint_time,hint_probability
66336e604ea1e7.05980736,1,1,genuine,50,100,Genuine,87,"Read the email and do nothing,Respond to this email,","Based upon senders email address,Based upon the subject line in the email,Based upon body of the email,Based upon the link/attachment in the email,,",NA,NA,Thu May 02 2024 16:19:19 GMT+0530 (India Standard Time),Thu May 02 2024 16:19:21 GMT+0530 (India Standard Time),Thu May 02 2024 16:19:36 GMT+0530 (India Standard Time),Thu May 02 2024 16:19:58 GMT+0530 (India Standard Time),0,0,Not used,,
66336e604ea1e7.05980736,6,2,phishing,24,26,Phishing,78,"Read the email and do nothing,","Based upon senders email address,Based upon the subject line in the email,Based upon body of the email,,",Authority Bias,Human,Thu May 02 2024 16:20:48 GMT+0530 (India Standard Time),Thu May 02 2024 16:21:05 GMT+0530 (India Standard Time),Thu May 02 2024 16:21:11 GMT+0530 (India Standard Time),Thu May 02 2024 16:21:20 GMT+0530 (India Standard Time),0,0,Not used,,
66336e604ea1e7.05980736,7,3,genuine,1,51,Genuine,0,"Read the email and do nothing,","Based upon senders email address,Based upon the date in the email,Based upon body of the email,,",NA,NA,Thu May 02 2024 16:23:06 GMT+0530 (India Standard Time),Thu May 02 2024 16:23:19 GMT+0530 (India Standard Time),Thu May 02 2024 16:22:35 GMT+0530 (India Standard Time),Thu May 02 2024 16:22:57 GMT+0530 (India Standard Time),0,0,Not used,,
66336e604ea1e7.05980736,4,4,phishing,50,0,Phishing,89,"Read the email and do nothing,Report this email,","Based upon senders email address,Based upon the subject line in the email,,",Halo Effect,Human,Thu May 02 2024 16:23:47 GMT+0530 (India Standard Time),Thu May 02 2024 16:24:08 GMT+0530 (India Standard Time),Thu May 02 2024 16:24:00 GMT+0530 (India Standard Time),Thu May 02 2024 16:24:19 GMT+0530 (India Standard Time),0,0,Not used,,
66336e604ea1e7.05980736,10,5,genuine,-1,51,Phishing,53,"Delete this email,","Based upon body of the email,Based upon the link/attachment in the email,,",Curiosity Effect,Human,Thu May 02 2024 16:24:37 GMT+0530 (India Standard Time),Thu May 02 2024 16:24:39 GMT+0530 (India Standard Time),Thu May 02 2024 16:24:44 GMT+0530 (India Standard Time),Thu May 02 2024 16:24:49 GMT+0530 (India Standard Time),0,0,Not used,,
66336e604ea1e7.05980736,2,6,phishing,1,49,Phishing,49,"Read the email and do nothing,","Based upon the link/attachment in the email,,",Recency Effect,Human,Thu May 02 2024 16:25:12 GMT+0530 (India Standard Time),Thu May 02 2024 16:25:20 GMT+0530 (India Standard Time),Thu May 02 2024 16:25:25 GMT+0530 (India Standard Time),Thu May 02 2024 16:25:28 GMT+0530 (India Standard Time),0,0,Not used,,
66336e604ea1e7.05980736,8,7,phishing,50,0,Phishing,79,"Read the email and do nothing,Report this email,","Based upon senders email address,Based upon body of the email,,",Hyperbolic Discounting,Human,Thu May 02 2024 16:26:00 GMT+0530 (India Standard Time),Thu May 02 2024 16:26:02 GMT+0530 (India Standard Time),Thu May 02 2024 16:26:06 GMT+0530 (India Standard Time),Thu May 02 2024 16:26:11 GMT+0530 (India Standard Time),0,0,Not used,,
66336e604ea1e7.05980736,5,8,genuine,50,100,Genuine,64,"Read the email and do nothing,","Based upon senders email address,Based upon body of the email,,",NA,NA,Thu May 02 2024 16:26:23 GMT+0530 (India Standard Time),Thu May 02 2024 16:26:25 GMT+0530 (India Standard Time),Thu May 02 2024 16:26:28 GMT+0530 (India Standard Time),Thu May 02 2024 16:26:40 GMT+0530 (India Standard Time),0,0,Not used,,
66336e604ea1e7.05980736,3,9,genuine,38,88,Genuine,54,"Read the email and do nothing,Click link/ Open attachment,","Based upon senders email address,Based upon body of the email,,",NA,NA,Thu May 02 2024 16:27:02 GMT+0530 (India Standard Time),Thu May 02 2024 16:27:05 GMT+0530 (India Standard Time),Thu May 02 2024 16:27:08 GMT+0530 (India Standard Time),Thu May 02 2024 16:27:13 GMT+0530 (India Standard Time),0,0,Not used,,
66336e604ea1e7.05980736,9,10,genuine,27,77,Genuine,52,"Read the email and do nothing,Respond to this email,","Based upon senders email address,,",NA,NA,Thu May 02 2024 16:28:00 GMT+0530 (India Standard Time),Thu May 02 2024 16:27:59 GMT+0530 (India Standard Time),Thu May 02 2024 16:28:04 GMT+0530 (India Standard Time),Thu May 02 2024 16:28:08 GMT+0530 (India Standard Time),0,0,Not used,,
